author,lng,lat
Cesar Pelli,-31.0417,-19.2267
Norah Labiner,3.4517,-37.2268
R.T. Naylor,40.6283,-17.2614
Bilge Criss,24.051,-22.3562
David Pantalony,15.5569,-32.4544
Peter Stackpole,-11.7422,-31.0056
George Edwin Fussell,7.7827,-26.6785
Judith Roitman,3.0954,16.5458
Erno Meszaros,6.2282,11.6183
Karen S. Vocke,4.9202,-30.2133
Francis M. Albin,10.1113,5.7786
Magdalena Yesil,23.8556,9.9084
Paolo Ruffilli,1.4308,-30.6899
Hayden Ramsay,13.5308,-7.2202
Peter Gronn,20.4585,-6.8277
Tedd Benson,25.047,-16.9442
Florian Grandena,18.0126,-14.3116
Gordons,-7.4045,-47.2229
Giorgio Fabre,5.1584,-23.7466
Gil G. Noam,14.4814,1.958
Jennifer Mitton,-23.6646,-25.8836
Irene Mahoney,30.1061,-28.9713
Barry K. Nirmal,15.4198,17.85
Andreas Fahrmeir,25.9764,-19.9034
Yvor Winters,-8.4584,-22.0319
Ernest Dimnet,-9.2836,-12.1593
Michael Patella,9.3347,-16.9761
Daniel Engster,18.1903,-4.1693
Jacob Israel Biegeleisen,-7.9768,-14.1673
Mark M. Weber,-1.6285,-30.4504
Mackenzie Leo Davis,1.9638,7.8242
Virginia A. McConnell,12.506,-11.0036
Aleksandr Vasilʹev,-21.9649,-30.398
Lorraine Harrison,-7.1862,-1.1984
Alexander Maris,11.1459,-31.4099
Carole Turbin,31.0591,-12.6764
David Wayne Gasperetti,16.4963,-24.8319
Alan Vardy,-0.2048,-35.6839
Joseph Gollomb,148.3768,-79.8145
Patricia C. Kenschaft,21.9943,-5.558
Peter Hoffer,3.844,-7.4803
Walter Kiechel,11.5275,-46.8579
Daniel Kelly,12.7044,-33.7475
Mark A. Durstewitz,-3.7011,-49.5258
Robert McRuer,32.2083,-14.6883
Louise I. Shelley,26.9661,-23.4599
Larry L. King,-5.0493,-32.5771
Rolf Klein,46.7831,-40.8879
Shalini Sikka,0.7312,-33.4753
Judith Vollmer,-13.5014,-29.4221
William W. Turner,-1.6645,-32.1055
T. L. Taylor,-11.2181,-36.2213
Frank Buckingham,0.6565,6.5254
Paul Schwaber,6.3923,-38.224
Derek Malone-France,12.4782,-9.7537
Yoshiro Tamura,-25.7401,-17.5553
Yaakov Meir Strauss,-14.5473,-17.8439
Robert E. Stein,18.7722,11.7857
Michael W. Petty,10.0813,-11.0225
Mitch Mitchelson,-11.0797,-42.4735
Ram Shankar Misra,-27.442,-16.9851
Harro Träubel,18.9908,10.8863
Quintilien,7.1406,-19.97
Thomas Wasow,10.3403,-1.4266
Hanne Andersen,6.8232,6.1374
Mark Gelernter,1.7243,-12.2844
Igor R. Shafarevich,1.9803,16.7249
Zahra Newby,13.1274,-20.8899
Rhys Richards,18.0407,-34.959
Brom,-1.1491,-48.1453
Ruth Eileen Fine,-4.2486,-13.1975
Christine Adams,12.1877,-27.8467
Amanda Knox,-5.5224,-45.3504
Margaret Joan Anstee,-12.1272,-21.074
David Campbell,26.861,-7.9582
Allan Moscovitch,-7.4856,-9.6858
Gus Palmer,-6.984,-43.3719
Nero Blanc,-17.5974,-36.1038
Chaitanya Sambrani,-28.19,-16.9761
Clint Catalyst,-20.4415,-30.7983
Kazuo Nimura,-11.335,-43.3334
Barry M. Stentiford,37.6815,-13.1798
David L. Bigler,34.8105,-28.1924
Betty MacDonald,8.1149,-37.1822
Junichi Toyota,29.2448,-56.6929
Cecile Mazzucco-Than,-8.0726,-29.4763
Fabian Holt,32.183,-18.0633
Jennifer K. Greene,-6.5663,-32.0142
Kari A. Foster,16.1668,13.0675
Ruth A. Fraley,-9.2239,-5.1418
Hugh Kingsmill,-4.8536,-43.2147
Pierre Albert-Birot,-18.4266,-32.5463
Geraldine Geraghty,-11.8552,-39.778
Rosemary Crompton,32.747,-1.7893
Sarah Jane Boss,17.8408,-28.7013
Archie Hind,-5.8114,-34.2391
Barry Seltzer,7.0308,-34.8373
Gary Gygax,-15.3859,-39.611
Alan Feldman,-12.2334,-27.5215
Jefferson Davis Bragg,23.1261,-11.0095
Renata Szczepaniak,15.535,1.6602
Abdo Yazbeck,33.9892,-2.211
Ranjit Lal,13.4061,-46.8951
Moritz Rinke,4.9461,-29.3889
Risa Levitt Kohn,27.1543,-12.2113
Rune Floberghagen,5.9484,11.5657
Porter Bibb,4.7391,-40.0001
John W. Trimmer,-6.0267,-46.4221
Deborah Digges,-14.789,-28.4132
Max Nordau,12.9745,-45.1687
Cricket Starr,-0.9673,-42.8986
Francis Wyndham,-28.8422,-22.5772
Tom Daschle,26.3648,-13.9478
Guy L. Rotella,-9.9524,-26.7672
GaŽtan Soucy,37.9732,-24.7537
John W. Mills,-3.3402,-18.7418
Leo Salingar,3.8681,-12.4187
Jennifer Wallace,26.2408,-4.1556
James MacPherson Ritchie,19.0096,-17.2688
Michael Anania,-10.0314,-27.8827
Alan R. Weiner,-7.7421,-4.2349
Ward Sue,8.6006,-44.3448
Brent Wade,4.9359,-42.2108
Venkataramana Ajjarapu,6.767,10.6249
Peter Maida,-0.7412,-49.2562
Tatsu Kambara,42.9397,-14.3498
Edmond Ronayne,-7.9844,-15.4789
Jon Howard Appleton,7.0068,2.4294
George Korte,-11.1229,-5.6009
Patricia Allderidge,-7.5014,-8.0642
Gene Swartzfager,15.9753,17.6034
J. Virant,5.9003,15.7042
Fabien Morel,0.2061,14.8738
Barbara Leckie,16.3169,-18.8656
Bobby Womack,2.0351,-33.9284
William F. Loomis,-18.5631,-34.6128
Alexandra I. Forsythe,6.303,16.1626
William A. Dobak,33.4066,-17.5749
Khateeb S. Mustafa,-22.6407,-13.1239
Norman Roth,19.6741,-19.1062
Natalia Tamruchi,18.9528,2.3441
Jeffrey O. Grady,10.3319,8.4287
Norman Thomas,-9.2973,-45.5392
C. D. Narasimhaiah,-28.4876,-15.3078
William Barnaby Faherty,9.6306,-28.8285
Anthony Rowley,8.4636,-47.7317
ANNE AUTOR SEXTON,-22.6531,-27.7093
Betty Peh-Tʻi Wei,-21.9099,-21.6816
Donald B. Smith,21.9258,-34.2233
Kay McCormick,25.658,-12.0398
Linda Alcoff,16.0095,-7.1066
Alireza Moini,-0.0067,7.3689
Christopher Mulvey,-8.6155,-35.5765
Ron Overton,-16.187,-29.3879
Patrick Seale,-11.7914,-8.2368
Ian R. Smith,22.3015,7.2312
Carol Ann Winchell,-13.824,-7.0199
Alon Confino,32.0311,-5.9399
Lucien G. Canton,13.0685,5.8785
David Horobin,-16.5091,-28.3267
Robertus Cornelis Henricus Maria van Gerwen,8.0894,-12.8596
Bob Roll,6.2343,-43.8977
David Nicholas Eldridge,1.5343,-9.4537
Robert Dearling,-0.736,-18.3113
Michele Weiner-Davis,40.639,-4.5465
Arthur R. Simon,-126.345,45.0731
John Long,26.8002,2.6749
Ellen McCallister Clark,7.705,-38.0384
Alessandra Lorini,35.046,-16.5986
Zofia Szmydt,1.812,14.9312
Ahmed A. Shabana,-9.1873,-9.9261
Alessandro Vettori,10.0975,-23.2699
Christine Faulkner,6.2237,9.7243
Jeff Abernathy,14.1291,-9.9301
Elizabeth Hallam,-1.915,-18.7075
Alice French,-19.7421,-32.3646
Lee B. Kennett,-7.5252,-18.255
George Davison Winius,33.6809,-27.8283
Paul Stookes,-0.2986,6.0369
Martin P. King,15.0673,-19.5255
Marilee Strong,29.6546,-1.7281
F. Tomasoni,-8.8672,-6.3191
Piet Vollaard,44.9207,-41.9186
Scot M. Faulkner,-6.2045,-29.6779
Yvonne Sadovy,-22.8174,-11.0113
Marielle Hucliez,34.8484,-2.7285
Arndt Christiane,30.0779,-0.927
Don Heider,35.0248,-2.5744
Gary William Flake,19.3509,-2.699
Liz Turner,39.8389,-4.4563
David Caplan,-11.5732,-26.3819
Keshab K. Parhi,20.087,12.0287
Anne Hennessy,-28.1707,-19.39
Jessica Wang,28.647,-23.1171
Vanessa-Ann Collection (Firm),-2.4617,-0.3327
David M. Lesak,10.5915,7.0286
William M. Mandel,22.9069,-23.9702
Francis Rous,-6.3649,-15.8308
Muḥammad al-Hāshimī Ḥāmidī,-18.9565,-17.4796
Mary Ladd Gavell,-17.774,-29.4314
Iroshi Watababe,33.0068,-18.6169
Murat Nemet-Nejat,-6.156,-25.4869
Byron A. Dunn,6.6322,-34.6069
Gilbert Voyat,136.271,7.3903
Mojubaolu Olufunke Okome,23.4969,-19.299
Peter Brereton,-8.6398,0.1899
Ivan Musicant,24.0092,-12.5416
"Fred Eugene Ray, Jr.",14.0181,-20.3324
Terry E. Miller,37.7293,-25.4762
Chang-rae Lee,-13.8348,-30.5013
June Yip,27.234,-13.7591
Gladys Andrews Fleming,17.9801,2.9982
Leo Thorsness,16.0117,-29.5023
Luanne Shackelford,30.4189,-14.4636
Bint al-Shāṭiʼ,-15.254,-17.3691
Amal Obeidi,30.1506,-4.5093
Luisa Accati,81.6794,-30.1286
Walter B. Edgar,27.1179,-14.9885
Stewart Goetz,3.3648,-12.8846
William Archibald Dunning,-95.3246,10.8494
Eric Maisel,32.2892,-1.3028
Wolfgang Schleich,6.8343,14.0436
Thomas J. Weko,13.4093,-5.2648
Jos Bazelmans,6.5706,-19.4097
A. J. Angulo,14.868,-34.9941
Vicki Rozema,33.1248,-29.2232
Leon Sterling,12.9751,17.697
Alanna Heiss,-4.5834,-24.7896
Herbert Silberer,-3.4613,-12.5059
Albert Gallatin Mackey,-7.6809,-13.5177
Jane Blumberg,9.1691,-12.1426
Amelia V. Katanski,-24.4213,-15.6736
Geof H. Givens,2.3013,6.6964
David F. Wakefield,20.5104,-17.4191
Iwao Takamoto,-21.9518,-22.0326
Leslie Larson,-14.7239,-27.218
Dorothy Marshall,23.6668,-19.1855
Gordon Dee Alcorn,-0.3677,0.9925
Alan Dugan,-6.6013,-28.9395
Robin Middleton,11.2958,-27.4989
Katharine Fullerton Gerould,13.0787,-42.647
Bill Brewer,18.7439,-3.874
Patrick McCormack,7.4834,-39.4618
Richard Chamberlain,2.5737,-17.581
Thomas E. Quantrille,15.6217,14.1483
Richard Kalich,-20.9836,-31.1256
John C. Harles,37.1408,-9.0321
Steven W. Popper,22.0103,2.6015
Dorothea Hall,4.6808,5.0347
Sabine Hyland,-3.069,-9.3988
Mark MacKinnon,29.6017,-21.4262
Jakob Engberg,2.9222,-18.0762
Gregory Hughes,0.9748,-46.4013
Clive Yolande Thomas,36.4587,-14.9655
David Bayles,1.1749,-29.762
Kathleen Winter,-10.8442,-32.6816
Erin Falligant,-21.3587,-33.6635
Grace M. Jantzen,15.9372,-14.6482
Ulrich Leben,5.0378,-19.3063
Mike Hamel,7.5469,-39.4754
V. V. Sivarajan,17.3719,9.26
Birk Sproxton,6.8312,-47.4952
Helmut Horacek,10.3151,12.3397
Robert George Reisner,-7.4786,-22.8934
Antonín Rükl,0.2304,0.2646
Stefan Amsterdamski,16.5558,-6.9443
Charlie Waite,-4.476,1.3665
Eleanor Doorly,-39.5552,-51.6824
Fanhua Zeng,111.0953,8.2657
Gabrielle Demange,25.1654,-0.7543
Barbara Seyda,8.5333,-46.6311
Larry Stephen Clifton,4.1503,-36.99
Chauncey Cheng-hsi Chu,-19.5012,-11.74
Elizabeth Tucker,-19.4485,-36.7901
Eduardo Posada-Carbo,29.3472,-13.8266
Richard D. Lambert,31.0632,-19.8104
Eddie Robson,-1.8688,-32.9892
Johann Mulzer,4.3878,10.4914
Bonnie Yochelson,26.198,-16.4488
Paul Harvey Skelton,-8.9672,0.517
Daniel J. Mosley,5.193,6.3816
Mary A. McCay,6.9624,-22.4464
Johan Hjelm,13.61,9.1086
Charles W. Ervin,-31.4257,-18.4534
Ron Paul,36.6404,-8.4683
Courtney E. Martin,10.502,-47.2541
Leon Rosenthal,20.5588,-18.257
Louise Munro Foley,4.3184,-43.3871
Igor? Illarionovich Shumli?anski?,-0.9948,10.7584
Jeff A. Schnepper,8.6364,1.2834
As'ad Ghanem,-18.0519,-17.2579
E. L. Voynich,1.9381,-25.6541
Henryk Ross,9.4456,-29.776
Sunil Khilnani,-28.3722,-14.6006
Philip A. Klinkner,36.3887,-4.431
John Battelle,23.926,7.6139
Jakob Weiss,11.5077,-24.5558
Edward Wellesley,14.8272,-36.0991
John C. Davis,-10.2852,-5.7022
Helen Elaine Lee,-10.4345,-32.5436
Beverly Eileen Mitchell,32.8564,-15.5335
"E. J. Kahn, Jr.",-18.8629,-35.2298
Maurice Cardiff,11.8297,-35.3593
F. U. Okafor,8.4749,-6.7705
Dhoruba Bin Wahad,24.4363,-11.6785
Liz Whaley,27.4832,-4.1803
Messay Kebede,35.1218,-17.0653
Ronald W. Sousa,31.6275,-6.6778
'Wii Muk'willixw,-9.6431,-25.3591
Sara Cohen,16.3109,-4.965
Stanford Pritchard,-22.1322,-30.963
Michel Gaillot,31.8211,-7.0046
Charlotte Lamb,-1.2239,-35.7032
Professor Michael Argyle,7.8461,-2.2214
Daniel Charles Thomas,29.3942,-22.379
Gerda Schild Haas,18.7322,-26.7637
Cliff Ragsdale,8.1637,8.3619
Śaratcandra Caṭṭopādhyāẏa,-27.44,-18.648
Painton Cowen,7.6785,-18.594
James Leo Garrett,3.8773,-12.9504
Tenzin Wangyal,-23.9684,-18.1337
Nicholas J. Wade,13.8248,-41.4184
Alexander Dreiling,17.6319,2.2616
David James Holme,2.1617,10.4836
Courant Institute of Mathematical Sciences Richard Courant,14.4355,-15.4277
Del LaGrace Volcano,-6.5237,-23.7459
Chakravarty Sukhamoy,-30.7104,-14.6744
Charles W. Bamforth,18.4717,10.4091
Adeleke Dirisu Ajijola,-18.2702,-16.8019
John Sweetman,-5.7754,-13.83
Alan Sonfist,-3.6036,-27.0064
Barbara Jean Larson,28.6742,-6.4548
Paul F. Taylor,26.9105,-13.4666
Nancy Krygowski,-11.2811,-27.8923
Elly Welt,-4.651,-45.0989
Iōanna Karystianē,-18.8621,-30.8896
Lance Janda,36.4164,-15.6478
Michael P. Waite,-6.6632,-46.7018
Diane Haigh,8.0299,-37.1224
Wadie Jwaideh,-19.4217,-18.6155
Ludwig von Auer,8.5662,14.9335
Alan Farmer,6.9859,-6.8059
Haïm Nahoum,-57.9424,-54.8686
Arthur H Westing,40.9882,-6.8353
Jim Connell,10.7949,-34.3397
Bobby Henderson,11.6211,-46.3474
Komitas,15.7313,-25.6476
Charlotte A. Roberts,23.585,1.502
S. Perkowitz,15.5782,12.6147
Hal Lindsey,4.0207,-48.7367
Mark Solms,-10.484,-13.4874
Bob Gibbons,-1.4126,1.8175
Virginia A. Heidinger,15.5732,-3.4167
Charles P. Webel,23.962,-4.8299
Joseph Modrzejewski,-12.2961,-41.0819
Jan M. G. Aarts,-4.9146,-11.3929
Sima Lieberman,19.029,-18.4207
Jennifer Platt,-9.2679,-14.4401
Robert A. Muenchen,14.9518,17.331
Eric Denker,-3.2702,-22.0808
S. Paul Bunéa,-0.1733,4.5732
Alex Tickell,-29.4641,-20.9816
Stefano Boeri,36.7423,-40.2307
Rob Gifford,37.0572,-24.3461
Shamus Culhane,6.5338,-33.1895
Charlotte Elizabeth Tonna,-1.5819,-20.8162
Pat F. Booth,1.2916,10.6955
Tung Nien,-22.992,-23.2576
Kiku Adatto,24.4807,-9.0252
Gustavus Woodson Smith,19.1296,-35.647
Rebecca Knuth,9.4246,-31.4251
Margaret Blair Young,1.4039,-45.9789
M. H. Rashid,3.5513,9.7368
Henry Kister,17.6652,11.6167
Jens Allwood,0.1845,13.1405
Hanna Jansen,10.4753,-38.2188
Evgenii︠a︡ Semenovna Ginzburg,18.0492,-26.5686
Galina M. Yemelianova,28.2572,-22.8366
Professor Department of Environmental Studies Marc Mangel,4.1901,12.9989
Shaun O'Connell,30.0811,-31.9638
Joan Dunayer,2.7664,-38.4096
David Lee Carlton,34.4238,-18.7905
Bertram Cohler,31.513,-58.5637
Punch,11.0218,-40.4194
France Grand,-58.1537,-55.0007
Ethan Goffman,19.2199,-8.0814
James Fraser,-11.0877,-26.7508
Werner Käss,29.3397,-56.7701
Larry Frascella,27.6543,-19.3175
Stuart M. Blumin,32.9986,-6.8122
T. D. Allen,-17.5909,-17.6171
Ki-Baik Lee,-22.6802,-14.7306
Lois Harder,18.3563,-10.1362
Olof Bäckersten,-12.7898,-17.1809
R. S. Khurmi,-18.9412,-11.8767
Barry E. Paton,9.7218,10.1318
Andrew MacBride,14.3749,17.3099
Peter Sahlins,-0.8935,-20.3791
Pamela Etter Mack,23.7953,-0.9868
J. Wright,19.9135,-7.1977
Tess Williams,1.721,-48.1854
Asmarom Legesse,8.3979,-16.5386
John Barnie,-7.8525,-32.1806
Brian Sweet,-7.3832,-6.6325
G. F. Bertsch,8.3317,13.3101
Abraham Edward Nizel,10.592,5.6973
J. A. Brandão Faria,3.4376,10.9638
Joel Bartholemew Hagen,11.2026,-44.6357
Patricia Lakin,12.1383,-30.5811
Thomas C. Dent,27.3233,-12.5846
John Conrad Waterlow,9.3332,9.2974
Lucy Stone,11.64,-34.5561
Paul Messick,16.7155,13.9329
Cecelie S. Berry,-17.3639,-30.1584
Patricia Lim Pui Huen,-10.8502,-6.1759
Charles Cooper,15.275,-36.4128
Richard L. Wessler,14.0533,-47.9196
Randall Rogers,7.5387,-16.2166
Antonio Giustozzi,22.9023,-23.2396
Sherry Kinkoph,13.1283,16.4017
Christopher Uhl,25.3018,-2.7194
Anthony Hoyland,5.3026,-37.8043
John J. Reynolds,-4.2979,-13.9497
Samantha Murray,23.4278,-4.602
Kiyoshi Niwa,13.593,4.5673
Jane L. Fryar,-26.7714,-19.0797
Peter B. Raabe,13.9968,-4.2478
Lech Walesa,20.2417,-29.1941
Kōdō Matsunami,14.8601,-2.1708
Miriam Schwarz,-5.0704,-15.0867
Joyce Greenberg Lott,-5.8887,-32.6265
Jonathan Clarke,19.7635,-10.1701
Murray Eisenberg,-0.6749,12.7174
John Alexander Williams,31.8761,-19.6458
Charles James Lever,11.1688,-43.1383
Vladimir E. Šlâpentoh,28.7076,-22.4914
William F. Ganong,8.448,10.3181
Claire Baldwin,12.8749,-12.8281
Clive Erricker,21.745,-7.27
H. F. Moorhouse,16.0246,-12.8355
Julie Novkov,27.9259,-3.4303
Jennifer Sumner,30.6476,-2.3022
Renata Vigano,0.9789,-27.2187
Sakkar̲iya,-10.6036,-29.2709
Thorarinn Gunnarsson,0.873,-48.0587
Amanda Bevan,-6.2938,-4.4823
Jeanne Altmann,6.6071,-6.2215
Joseph J. Kotva,16.6972,-9.0084
Felix Imonti,26.2809,-19.1461
Sandra Petronio,28.728,-0.5678
Zeev Zalevsky,7.6301,13.6328
Joseph Albahari,15.2538,17.1842
Robert Crichton,-6.7431,-44.2278
Jennifer M. Brinkerhoff,29.0976,0.1829
M. W. Kirby,0.1047,-5.1134
Scott Juds,8.154,9.6307
Murray Muraskin,12.4876,-3.6853
Shirl Henke,-19.537,-35.2867
Charles L. Epstein,2.0759,11.9611
Brian Byron,15.6192,-22.4593
Human Rights Watch. Africa Watch,35.9016,-3.0395
"Dennis (University of Cambridge Bray, UK)",14.4446,10.7659
Michael Silverstein,-13.4905,-36.3011
Milo Dor,23.8171,-27.77
Nancy Alonso,-28.4852,-16.8458
Andrew V. Ettin,29.233,-3.3152
Bill D. Ross,-17.9824,-31.6588
Geoffrey O'Gara,31.7533,-29.9362
Joe Nick Patoski,-2.6542,-31.2321
Howard Bryant,8.1593,-40.1152
Dinesh Dodhia,15.4499,0.2788
Dunja Rihtman-Augustin,-4.1269,-11.3899
Roni Natov,-69.5358,43.7431
Peter J. Sehlinger,6.6323,-26.9883
Michel Huysseune,24.4811,-23.5258
Wim Van Grembergen,24.0235,7.6731
Louis Hemon,-26.8485,-35.4917
Frederick Wedmore,4.13,-26.7032
Peter W]rfel,-6.8304,-1.3838
Rose Watban,8.7536,-26.9002
Steven Otter,-3.3219,-46.9618
Alan Charles Kors,33.4407,-6.4196
Bessie Marchant,12.6843,-42.3661
Chantal Labre,-58.0343,-54.9146
J.C.G Lesurf,17.8205,12.2537
Dorothy Gallagher,27.8123,-13.819
Francis Quarles,-95.3267,10.8502
Mohinder Singh,-32.3813,-17.6393
Andrew Kenneth Johnston,2.8951,-49.8745
Rainer Warning,19.3504,-8.8941
Marc Van de Mieroop,12.1971,-18.8588
Lucie Papineau,-4.4015,-44.8608
International Astronomical Union. Symposium,-11.1023,-7.1801
Tricia Sullivan,-1.3164,-49.9872
Mae Respicio Koerner,36.0126,-23.0643
Radu Florescu,17.7896,-25.6823
O. Regev,15.2035,12.1273
Michael Jenkinson,-19.6522,-31.8689
Susan Davis,-1.3209,-45.2538
B. Z. Sandler,5.3533,9.2501
Carol Rudoff,-4.6401,1.5813
Kama Ginkas,15.3784,-25.5577
Robert A. Ferguson,16.5092,-13.5758
Henry Cloud,13.3286,-48.524
Richard J. Gehman,-20.9677,-29.8401
Kitty Newman,8.88,-36.2246
Dimitris J. Kastritsis,16.5174,-20.9747
Cheikh-Anta Diop,-58.2588,-55.0378
Jill DeVonyar,0.5626,-22.5503
Dan Urian,16.0927,-14.4408
Miroslaw Majewski,13.7508,-45.5186
L. V. Scott,33.5175,-17.7853
Glenn E. Tinder,10.0258,5.2533
Ariela Freedman,18.6354,-8.0143
Jonathan Shaughnessy,-4.1129,-23.9157
Diane Jukofsky,-6.9327,-1.7256
Miroslav Krleza,15.7013,-25.9236
Carolyn Vellenga Berman,29.559,-16.2545
Jan Prawitz,39.8753,-7.6259
Fransjohan Pretorius,10.3316,-31.3853
Lawrence LeShan,-24.8886,-17.0147
Hardy,-30.2441,-16.1583
Alison Donnell,2.9317,-9.9942
Finn Ronne,-6.4104,-37.0547
Sten Ebbesen,5.936,-23.0696
Ernst Jandl,7.1449,-28.5728
Klaus Schittkowski,13.95,13.5709
Matthew Bernstein,4.7277,-33.6702
Nora Crook,6.5741,-4.4259
Eyvind Finsen,0.8628,5.3642
Henslay William Kabisama,3.7433,7.3487
William G. Wilson,15.2668,11.5812
Helmut Cöelfen,0.9749,7.5581
Lenore Manderson,-28.1922,-14.6129
Julie Tetel,-3.5765,-41.3255
Jonathan Balcombe,32.8911,-1.1085
Jae Sung Park,-7.7652,-44.4173
John BAXTER,8.4987,-32.6436
Beverly Gage,19.9088,-37.2672
Artur S. d'Avila Garcez,19.3865,11.4945
Leslie Schwartz,-2.291,11.3237
Kristie Hamilton,21.6786,-15.3596
Addison Pratt,12.5706,-36.4534
Carl Sindermann,-16.6539,-31.1212
Sam McKegney,31.5195,-26.0847
Anna Curtis Chandler,-3.3216,-15.2372
Michael M. Laskier,29.1957,-56.6643
Dietland Müller-Schwarze,23.5921,6.9506
Anthony Boucher,7.6667,-26.5573
David Burnet Green,0.0899,0.9612
Marc Djaballah,10.1386,-10.345
Diana Taylor,-1.7324,-11.6787
Neil Christie,-12.4324,-5.6126
Mary Gauvain,23.2581,0.0897
Christos A. Yfoulis,15.0778,12.9092
Joanne Punzo Waghorne,6.702,-40.9736
Stuart D. L. Paine,22.4449,-32.096
Brian Powell,-25.472,-15.0765
Michael Bowen,-11.146,-21.7696
Ada Yardeni,-4.3351,-12.0179
Victoria D. Alexander,36.0635,-6.5257
Swapan Chakravorty,6.9192,-11.1486
Ginger S. Frost,7.4091,-13.1695
Andrew Goodwin,7.7427,79.9913
Shirley Eaton,-12.0505,-40.8743
Phyllis Whitman Hunter,36.8476,-17.15
Colin R. Townsend,9.2167,6.1788
Stewart Wolf,8.7744,-25.8774
W.W. Cobern,7.4323,-35.9374
Bethan Marshall,-27.8832,-15.4343
Andrew S. Dolkart,21.6726,-12.0602
John Syrett,-2.356,-6.6862
Seymour Leon Halleck,7.7538,4.1849
Howard Husock,42.6211,-11.8478
Alain De Libera,-58.0249,-54.9189
Lolo Houbein,3.4441,-20.0476
Ed Naha,-3.6469,-49.5824
Samantha Hunt,4.3072,-41.5776
Alice Moore-Harell,-18.3106,-16.3977
William David Sloan,-0.9561,-5.9832
Richard M. Cook,13.7639,-38.0604
Henri Grégoire,-8.4877,-16.0346
Susan Edmunds,-8.2813,-25.452
J. R. Mller,40.4356,-14.0638
Casey Robinson,-31.2724,-19.5084
Kenneth W. Estes,20.693,-29.507
J. L. Wright,-12.2782,-8.1967
Hans Brinckmann,-18.6626,-29.4341
M. S. Mahdi,6.074,-20.2355
George Pierre Castile,39.5225,-11.531
Gerard Houarner,0.7037,-49.7379
Christopher John Shields,18.9925,-5.2303
Mark David Johnston,-2.0647,-13.8954
Louis H. Manarin,23.7718,-26.5494
José Luis Corral Lafuente,36.3413,-39.8606
Franco Zeffirelli,-21.3986,-31.7754
Roger Corless,-1.5667,13.2701
H. R. Loyn,15.5336,-34.5248
Sarah Beckwith,5.0299,-16.6618
Peter W. Becker,3.5335,15.4052
Constantine Christopher Menges,19.6873,3.0746
Julia Hollander,-29.8231,-15.3954
Harold F. Hemond,6.4254,10.9275
Frank Dorritie,19.5725,9.6225
Pedro E. Guerrero,6.4366,-32.5187
James Lehrer,7.1204,-44.6839
David A. Neiwert,-15.6119,-33.5705
Carole Hutchison,11.5444,-26.2932
Gigi Levangie Grazer,13.2127,-47.5311
Philip Mendes,29.714,-4.6054
Jeremy Stafford-Deitsch,-8.5773,1.1416
Nick Garbutt,-9.2622,0.3959
René Latourelle,0.5493,-8.3315
Joseph Close Harsch,4.131,-32.7597
Robert DiDonato,6.2438,4.865
Anton Grad,12.3249,-26.4404
Nathaniel Lande,-22.2854,-33.6032
Donald Tuzin,23.7541,-32.1222
David Rendall,-10.2468,-3.4914
Richard Rosenblum,33.8898,-21.5206
Carl Jacobi,-12.1044,-33.7094
Richard Abanes,6.8763,-43.4541
Philip Hunton,5.1207,-13.9317
Gail Savage,29.3059,-18.9577
Rowland Mead,-7.2678,-1.1376
Segundo Llorente,-21.383,-30.3628
Graeme Murdock,-1.8656,8.5656
Mark Silk,26.1211,-9.1031
Barbara Thaden,-5.0838,-9.9814
David A. Bobbitt,6.9784,-39.0302
H. T. Goranson,36.6234,0.2405
Michael Ross,9.6859,-36.7812
Steven Colatrella,26.8415,-5.9042
Allen G. Debus,-7.4482,-4.3299
Arthur Wayne Hafner,1.2134,2.5705
László Bencze,-2.0241,-8.6088
Rosalind B. Brooke,6.0269,-19.2597
Mary Gilliatt,-1.8282,-2.7799
Karen Taylor,9.6779,-45.423
Justus Hartnack,7.0344,-11.6213
Laurent Aubert,-15.7724,-27.5399
Herman Eugene Talmadge,-14.0712,-30.3937
Tanri Abeng,-27.5451,-20.3781
Sheila Ellison,-25.492,-37.904
Celestine Dars,-12.2659,-24.3473
Nigel Harkness,14.407,-12.0828
George Dennison,-19.9696,-28.2813
Candice Fredrick,1.3684,-31.4507
Simon O'Dwyer,-7.6823,-13.1819
Aram Arutyunov,0.1887,14.6871
Johannes Fabricius,19.0293,-20.0419
R. K. Shringy,-31.111,-18.1502
Frederick Phillips Brooks,-3.2726,1.8748
R. Gill,2.6888,4.6368
Richard A. Silverman,-2.0785,7.0304
Robert Dujarric,35.6314,-30.4826
George Whitefield,-30.8305,-17.7229
Rod Manis,14.294,17.7055
Ada Dziewanowska,-22.3309,-13.7211
Gilbert Chase,1.94,-5.4191
Joshua Kryah,-13.9206,-18.3892
Aleksandr Vladimirovich Avakov,17.7775,3.45
Deborah Everett,5.2846,-27.3904
John Baptist Grano,-1.5135,-19.7535
William Anthony Clark,16.2968,-12.5745
Zafer ?enocak,11.0251,-39.6298
Jason DeParle,39.5271,-11.6913
Catherine Jenkins,-19.7639,-29.0669
Michael Treacy,8.506,-43.8647
Noy Holland,1.1772,-21.8298
Esty Shlanger,-3.8324,-43.2498
Lesley Thomas,39.4557,-9.4221
Lucia Berlin,-7.7489,-29.3557
Christopher S. Wood,33.6955,-25.374
Cora Sandel,-15.1256,-25.665
Kerry Max Cook,-2.4128,-48.5663
Ernest Van Der Haag,37.5906,-10.6496
