author,lng,lat
Harald Küppers,3.7028,0.3772
Oliver Mayo,7.0042,-7.1118
Alain Gresh,-6.8811,-3.3463
Linda L. Smith,-5.5464,-32.4674
Jeffery W. Fenn,4.0322,-11.2452
Isaac Turiel,13.2392,6.4898
Peg A. Lamphier,12.2495,-37.9357
Michael Barzelay,16.365,0.8538
Robert Bosch GmbH.,5.4923,-3.3111
Marilyn Meltzer,-3.6639,-12.9119
Josie Kearns,11.2565,-42.4295
Leah Novick,-14.0468,-17.3055
Sacheverell Sitwell,-8.4289,-10.9426
Ramus William Gallois,-13.5765,2.3756
Dave Liebman,9.0985,-8.3544
Anke Klomp,-9.6822,1.0726
Leslie Houts Picca,23.0712,-0.8215
Irene Whelan,28.4031,-20.2617
Erwin Engeler,3.9267,15.8004
Paul Francis,13.8358,0.6547
Barry Chevannes,33.7009,-19.4593
Sergiĭ Bulgakov,5.792,-12.9418
Rosemary Sales,41.3863,-9.849
Knightmare,9.2025,-45.377
Jed I. Bergman,19.8258,3.235
Andrew Williams,5.1234,12.7514
Lucien L. Agosta,-3.8987,-28.6481
Alf Hiltebeitel,-27.979,-16.8733
Jeremy Harding,40.9437,-14.6909
Jeanne Arnold,-8.2258,-46.058
Bart Rockwell,-21.0572,-36.0386
Charles H. Sheldon,34.141,-5.2569
Erma Calderon,-22.3874,-33.3365
Kevin Sharp,6.4848,-28.1864
Jean-Paul Doignon,11.1906,14.0982
Peter Howard Smith,0.8814,-4.9126
Tomoko Makabe,39.087,-21.1874
Muriel Gardiner,-18.9617,-33.7077
David L. Vanderwerken,-16.0305,-26.9486
Silvia Montiglio,14.2485,-19.4266
Luis Araújo,8.8024,-23.9129
Gerry Bailey,9.7513,7.9305
Alison Theaker,12.2486,0.5262
George Hoffmann,0.9795,-23.4585
Tracy Fessenden,38.5922,-10.942
Gloria Velasquez,-9.1308,-42.6391
Tom Shanley,13.8661,15.1365
"Harvey C. Mansfield, Jr.",29.4211,-11.3033
Stefano Bortolussi,-0.0569,-28.5987
Honey Andersen,-0.8236,0.0754
Normand L. Frigon,16.7112,11.8872
Jaromír Málek,13.751,-19.3827
Sarah Fran Wisby,0.8669,-34.4552
Myung Mi Kim,-18.4995,-25.2814
Fayeq Oweis,1.0231,-27.5162
Henry Darger,7.5045,-29.7835
Lynn Hassler,36.4692,-30.925
Andreas Uhl,12.2284,13.7165
W. Boiten,29.2375,-56.6379
Henry Kaufman,-11.0074,-35.5411
T. J. Jackson Lears,-13.5867,-32.1483
Lily Mabura,11.3055,-31.6903
Andrew Drago Trlin,-1.0361,-20.603
A. S. A. Harrison,27.6784,-55.8765
Florence Howe Hall,-13.631,-3.3294
Robert Kirk Headley,29.109,-18.3155
John R. Love,7.1426,-8.1437
Carol Grove,-8.4067,-17.8798
Octavian D. Baban,11.1284,-11.7111
Lawrence Tannas Jr.,19.3264,13.348
Timothy Travers,35.4183,-18.9352
Renée Rose Shield,23.2651,-2.1007
Mark A. Linne,13.6279,11.3576
Don DeBrandt,1.368,-47.9649
Paul Westney,8.932,-1.6933
Jim Vernon,-1.6933,-12.0542
Salman Rosenwaks,13.5284,12.4723
David C. Hard,9.2636,-37.6344
Harvey Warren Zorbaugh,-12.36,-9.4424
J. F. Coakley,23.5713,-20.4925
Mary Hoffman Wolf,3.0256,-40.0737
Milton R. Beychok,4.3174,11.8728
Georg Sternlieb,37.3223,-2.3736
Michael L Gross,32.7594,-2.9526
Allan Leinwand,15.4398,17.5989
Writers Uniting Against Cancer,-31.1036,-20.6525
Paul V. Nelson,1.6898,4.286
Carlos Rangel,36.1816,-4.8795
Rex Collings,-9.7299,-30.6781
Pamela Thomas-Graham,16.7224,-36.2474
Jeffrey J. W. Baker,4.6537,10.4495
Jesse Davis,-1.9147,-21.8351
Philip J. Smith,15.3747,-20.5556
Naomi R. Goldenberg,18.3952,-7.3868
Victor P. Snaith,2.3381,15.393
Johanna Rothman,8.6512,5.4714
Janine Young,7.1882,-46.3827
Benjamin F. Martin,27.3334,-23.7679
Jennifer Miller,-16.8843,-31.3314
Gregory Janicke,2.5004,-49.6138
Luc Herman,15.9051,-5.9193
Lynn Marie Cuny,-20.7391,-32.9084
C McEvedy,27.7304,-10.5787
Henri Vincenot,-57.5911,-54.6955
Johann Ernst Prechtel,3.9748,-25.0962
Xiaoping Jiang,1.6641,-4.4637
Calvin Baker,-4.9218,-31.2409
Robert Bowker,16.4567,-10.3445
Donn B. Parker,21.0182,2.8879
Thomas S. Engeman,-10.9298,-6.0896
Toby Young,7.1598,-37.0353
James E. McGreevey,12.4535,-37.5721
Shahnaz Khan,-23.1844,-15.8724
Lewis Cole,-5.767,-30.0821
Raymond Hébert,13.8973,-10.7246
Neil Storey,20.5088,12.4865
G. M. Kichenside,10.4128,12.2737
B. B. Hering,13.7447,-40.6456
David L. Holmes,34.1905,-15.683
Jón Blöndal,42.947,-10.0922
Lawrence M. Ward,10.4666,12.3693
Petra Hachenburger,-3.2523,2.5019
Olga Jiménez de Wagenheim,14.6824,-8.7771
Stephanie Cooke,41.6059,-4.4258
Marvin Kalb,12.0029,-35.5763
Garry Whannel,23.2395,-4.7586
Shirley Nelson,10.3469,-38.3101
Maricel E. Presilla,-4.8451,-42.3074
Michael Bonesteel,-5.1313,-23.8504
Joseph Grunblatt,-6.4543,-17.0975
Joseph S. Torok,2.0307,13.3429
Spencer Apollonio,34.4545,-29.914
Israel Eldad,18.1961,-17.4589
Thomas C. Hofheinz,-7.8282,-27.1156
Eleanor Ross Taylor,-22.5365,-27.8688
William Peters,-21.0751,-30.5803
Binyamin Ish Shalom,-14.1138,-17.5747
Antoni Mączak,18.3506,-18.6166
Kathleen Banks Nutter,5.2429,-37.9691
Liz Conor,13.6619,-16.2049
Dr Don C Locke,9.3258,4.5341
Ato Sekyi-Otu,14.2531,-10.7099
Tony Bolden,-10.2997,-27.4857
Guy Kawasaki,-11.3089,-5.5879
Linda Atkins,-8.5326,-45.5643
Kathy Kemp,23.4772,-15.1603
Lars Lindström,7.3893,0.6143
Kathryn Reese Hendershot,6.8707,-37.5094
Robert Frazer Rushmer,28.6191,-0.0962
Doug Guinan,9.7489,-44.143
Meir Wikler,-28.3319,-23.5772
Eugene F. Knott,17.5594,12.6125
Carol L. Schmid,13.1341,-11.9279
Virginia Oakey,1.5935,-0.1584
Helgi Gunnlaugsson,-0.6778,-50.5953
Jonathan Hughes,5.4272,-16.2354
Wen Ho Lee,37.1223,-21.2351
Michael Schloms,41.1983,-16.8906
Aviad Hacohen,-13.3958,-17.5925
Bobi Pirseyedi,37.6449,-5.592
Anna Murphy Jameson,-2.3766,-24.6949
G. Felicitas Munzel,15.8145,-9.5752
Anthony John Harper,12.5542,-17.3961
Glenn E. Bugos,5.8647,-35.8276
Brian C. Hosmer,34.4035,-14.8681
Ernest Emenyo̲nu,-11.2203,-27.5554
Martin Cassidy,12.5403,-34.6829
Michel Boujut,5.4974,-42.4836
Carmelo Peter Comberiati,11.1511,-30.2671
Graham Lock,20.2062,-2.3688
David Sachs,34.2194,-2.2519
Ricardo René Laremont,23.1481,7.4859
Michael C. Corballis,31.7365,-4.4838
William M. Pride,15.4009,4.1545
Paul Rosier,19.0635,1.7082
Lisa Campbell Ernst,-5.0865,-46.7722
A.V. Yadappanavar,18.3058,1.4803
Patricia Juliana Smith,19.0893,-6.4796
Tim Winter,32.6862,-29.8939
Jack Vowles,30.4331,-18.8128
Kathleen M. H. Ewing,6.2407,-34.7286
James Preller,2.4462,-48.2794
Bernard Flynn,4.135,-23.5318
Rob Hardin,-3.0113,-22.4509
Theodore Lyman,8.5195,-36.8239
Charles L. Venable,-1.2385,-6.5169
Andrew L. Kaufman,-22.1942,-21.962
Robert Arthur Strandquist,-1.1339,-30.1455
Estanislao del Campo,7.7392,79.9919
Tamsin Wilton,30.5641,-11.9069
Annetta Massie,15.5841,-15.9659
Robert Byrne,-10.4467,-1.3931
Donald A. McAndrew,5.6598,-31.2202
Jiri Weil,8.8809,-30.1163
Robert Z. Aliber,26.175,-1.7873
Doris Ulmann,8.5093,-27.1251
Cuesta Benberry,29.6007,-25.5229
Charles J. Orlebeke,5.0272,-31.7245
Arthur John Birch,11.5565,-33.4682
Stacy Horn,15.1726,18.055
Gerald Janecek,15.3491,-24.893
Robin Hahnel,31.1395,-5.069
Justus Buchler,9.5748,13.573
Mark Timmons,18.0923,-4.8032
Muntassir Mamoon,-30.3459,-19.7149
John Hildebilde,8.2838,-37.4976
Erika Tan,-30.6754,-18.448
Mary Ann Gillies,6.4117,-33.9485
Peter Manseau,5.9505,-41.4087
Geoffrey Wilfred Fynn,-0.3704,-34.5295
Steven Cooper,-6.6844,-46.4354
David Frost,-12.1355,-37.4955
Roger Kuin,-12.5433,-27.457
Amara Lakhous,-18.3629,-36.7957
Ivor Morrish,-23.3235,-34.1077
Bouwe R. Dijkstra,31.1787,-2.3797
Torsten Bröhan,17.9485,-28.5513
Patricia M. King,18.4173,1.1309
Helen H. Miller,17.1455,-27.6233
Valerie Bryson,33.8437,-2.4774
Tim Connor,30.5367,1.0995
W.F. Vallicella,24.1933,-7.4053
Arne Amadeus Ambros,-18.0432,-11.9762
Brigitte Weltman-Aron,17.9589,-16.2458
Philip D. Harvey,3.1237,5.469
Eriikka Oinonen,27.7255,-0.1905
Glen Cowan,0.4978,11.5474
Angela Brazil,11.4035,-45.7725
"David Mills, Ph.D.",36.9793,-28.8474
Deborah Lupton,17.0198,-1.5147
Gordon Newton,9.5949,-30.1589
Lenore Skenazy,6.8091,-39.0829
Eugene L. Stelzig,14.1748,-18.1267
Amy Dockser Marcus,-20.9181,-35.4671
Jim Steinberg,5.0529,-35.0584
Nicholas Wells,14.9553,17.9928
Peter Cowles,27.3203,-24.0096
Laura Bayer,34.7796,-26.7246
Cathryn P. Sill,-4.996,-0.0685
Associate Professor of Political Science Richard Curt Kraus,32.2946,-19.3267
Anthony Flores,8.1923,3.6056
Michele Giuttari,-7.0221,-44.9359
Virginia R. Mollenkott,9.1203,-12.9512
Freda Quenneville,1.5789,-24.9199
John Pile,-179.8443,-25.1985
Mary E. Pearson,11.0545,-47.8471
Du Nguyễn,37.0294,-20.6992
Joel Baer,-14.4651,-37.6805
Kathy Bacon,19.5868,-4.9856
Claus-Dieter Krohn,26.8742,-23.3072
Harold Schimmel,-17.1667,-17.4556
Musa E. Zulu,-1.2261,-34.119
Britta Das,-32.5696,-17.6968
Theresa Youn-ja Shim,36.4613,-20.7732
Sulekha Sanyal,-28.5026,-20.8513
Ray Steiner Cline,-21.3088,-19.7393
Elaine Hurford,-7.3354,-0.1659
Bryan D. Palmer,27.0787,-0.204
Günter Seeber,1.9246,8.4014
Chung-shin Park,29.7983,-20.1377
P. V. E. McClintock,9.2191,12.3158
Clare Vernon McKanna,26.0297,-16.6615
Antonio Pasini,4.4174,15.6002
Donald J. Childs,12.8656,-12.1632
Michael W. Ross,22.7407,0.467
Deborah Evans,-8.9725,-1.9206
Peter Turchi,-15.317,-37.2998
Hildegarde Hoyt Swift,14.4526,-37.2373
Gordon Boyce,7.192,-2.1134
Marya Hornbacher,-8.9999,-27.872
Oakah L. Jones,32.3494,-28.6371
Jay Griffiths,-1.0828,-38.7068
Suzanne Nalbantian,-8.1923,-26.3625
C. Hugh Tyndale-Biscoe,-3.8786,-5.8102
Eli Neiburger,-4.442,-46.7635
Mathew Sathyajith,41.3984,-2.7288
Stephanie Thornton,-6.9331,-47.4529
Michael A. Maggiotto,17.4106,-2.3465
Peter T. Kiefer,15.2156,-36.3615
Theresa Urbainczyk,14.1045,-19.7289
Brian Thorpe,35.0415,1.2374
Joseph Cardinal Ratzinger,2.0208,-18.4236
Madhu Viswanathan,5.5411,13.6745
Janet Rodney,-5.7757,-30.8172
ʻAbduʼl-Bahá,-15.9351,-17.1793
Wiesław Myśliwski,-13.4779,-31.8475
William H. Colby,1.4313,-44.0817
Daniel Chavarría,18.094,-29.7799
Martin Gaenszle,37.8004,-24.5285
Flora Thompson,-4.5358,-19.1046
Harry Keyishian,-1.7436,-7.5607
Ronald L. Droste,7.7594,9.9941
Rory N. Mortimore,18.3618,-33.3352
Paul Degein Korvah,33.1715,-16.8325
Nate Jackson,2.2157,-43.482
Yves Lecoffre,30.32,-57.5506
Howard E. Hesketh,1.0327,0.6516
Julia Preece,18.9493,2.1057
Erasmo Guerra,-20.5247,-31.0363
Edward Eves,-6.9688,-5.1561
Dimitris Kontogiorgos,15.5534,10.9005
J.M. Berk,28.0859,-2.3619
Nikolay Gavrilovich Chernyshevsky,-15.746,-24.9988
Barry W. Holtz,7.7644,4.6858
P L Silverton,15.3414,12.1315
Charles Wehrenberg,-6.7464,-18.4689
William E. Huxhold,4.4568,9.9833
Clark E. Moustakas,15.4439,3.7426
Yehudah Lev Ashlag,-13.608,-17.1318
Max Parra,30.564,-27.764
Alex Waddan,16.8044,-6.9945
Vere H. Collins,-21.8235,-23.8036
G. T. Tsayang,16.2407,0.2425
Robert Speyer,7.9748,10.6051
United Nations Industrial Development Organization. Information Technology and Knowledge Management Section,36.2641,-11.0983
Prem K. Kythe,3.3451,16.3123
Harry Cocks,-2.1642,-44.7956
Paul Solman,14.9487,4.9673
Theodore William Schultz,25.3402,-0.1358
John Jiler,18.0707,-7.9825
Seizaburō Satō,11.6429,-42.9195
Judith A. Ranta,3.4956,-9.9984
Iosif Moravetz,34.8585,-28.7077
Paul Kincaid,-6.7839,-27.4409
Sergio Atzeni,-1.1518,-30.1217
Bernar Venet,9.8582,-26.5617
Fred Dretske,6.6573,-13.3954
Albert Rijksbaron,2.6475,-23.2279
Gino Segrè,6.2824,-2.7011
John Henry Paul Reumann,16.5549,-7.6083
Ralph D. Paine,148.3705,-79.7996
Scott R. Welvaert,21.2421,-36.3785
"Mary Harlow, Ray Laurence",29.471,-9.352
Frederick Pollack,2.3217,-37.0784
Pamela Kanwar,-28.5496,-15.1644
Ronald John Johnston,34.8844,-2.2498
Sherry Garland,3.4002,-44.7276
Harbans S. Bhola,7.0023,3.9516
Dorit S. Hochbaum,3.8825,13.568
Mariam Fraser,16.3145,-8.1251
Hayley G. Davis,2.8012,-6.5595
Alexander G. Rahr,25.3502,-22.7574
Steven R. Carter,-4.6062,-38.5529
Ute Dieckmann,38.8729,-25.4056
Reiland Rabaka,1.9716,-15.8925
Roberto Damatta,37.0664,-26.1971
Dan Madigan,29.6147,-17.0851
Eva Švankmajerová,16.549,-25.9138
L. Alan Winters,36.6443,-2.9635
Jacob Bernard Agus,-15.8881,-18.7103
Andreas Fischer,-10.4205,-13.183
Sophie Tasma-Anargyros,-2.2855,-28.6427
Mark E. Cull,-3.484,-16.6594
Kamel Rekab,40.7847,-3.0619
Philip Swindells,0.4107,1.3582
Polly Devlin,-0.7936,-30.2569
Rebecca Pierce Bomann,11.2381,-12.0776
Adrian Desmond,-5.5313,-44.7202
Gaston Duchet-Suchaux,-57.6054,-54.692
John K. Morton,-3.131,-4.0239
James Bell Cooper,-9.151,-7.9804
Judith Marlane,41.7296,-7.4193
D. R. Jatava,37.5967,-4.8193
Michele K. Spike,11.4136,-27.1485
Donald Clifford Gallup,4.8245,-31.8608
Andy Stack,1.6503,-44.3602
Jack Whitaker,10.686,-37.8056
Earnest N. Bracey,14.4329,-2.5894
John Wardroper,3.7881,-40.5076
Burton B. Turkus,2.865,-45.5552
Roberta Chang,-10.6349,-25.8987
Gy?rgy R?ti,-27.1949,-16.271
John E. Martin,16.724,-34.3947
Carl G. Looney,12.3837,15.0673
D. Helbing,11.8545,9.9813
Jennifer L Manlowe,28.5228,-2.1335
Ilya Kutik,-10.1546,-27.903
Eugene Del Mar,29.8407,-7.3798
J. Soeters,41.2916,-18.9579
Jeannie Gayle Pool,4.4932,-29.5325
Arkadiusz Marciniak,13.7548,-18.6299
Vētanāyakam Piḷḷai,-29.7293,-18.3777
Licínio Azevedo,-20.0185,-33.8082
Anna Weamys,8.1087,-39.6965
Jennifer Lash,8.1853,-38.8476
Setsuya Sat?,35.1667,-3.1623
John Keith Brierley,-5.6802,-34.7376
Roderick Townley,-9.8217,-46.2096
Cynthia A. Bouton,17.1331,-27.8845
John O'Sullivan,9.9582,-42.6056
Adrian Atkinson,31.8147,-5.4468
Paul F. Lambert,26.8479,-17.4212
Gwen Griffith Dickson,3.0798,-21.5466
Ty Geltmaker,26.1997,-22.6105
Malcolm Haddon,17.2691,10.9024
Joost Merijn Kremers,8.3553,-4.3838
James B. Kau,-9.259,-9.6801
Michael J. Samways,37.3899,-30.4549
Pauline W. Chen,-21.8582,-33.9863
Patty C. Rice,1.941,-1.0807
Susan L. Woodward,-8.4931,0.8254
H. J. Jackson,8.7067,-38.5334
Daniel Canogar,-7.1161,-26.068
Leonardo J. Mata,-18.467,-33.0555
David Blitz,14.3157,-3.6072
Arnold Friedmann,7.5356,5.9352
Archie Robinson,2.5201,-6.4864
Catherine Thimmesh,2.8904,-48.3264
James W. Fernandez,-5.348,-7.3395
Carol Heller,-0.0759,-48.3727
Helen Lamb,-19.8155,-31.0138
Jean Paul Lemieux,9.0694,-28.1682
Stephan H. Lindner,11.8449,-29.0573
David P. Varady,35.1884,-3.4025
Donald M. Snow,12.9252,3.5161
Michael Schelle,-18.8251,-27.8664
Philip Alexander Munz,35.238,-30.6761
D.V. Rosato,-7.3667,-4.1646
Sandor Ferenczi,-5.9203,-21.1896
Margaret Garb,23.9816,-29.422
Bhadriraju Krishnamurti,3.0394,-3.7237
Gail Jenkins,-1.6383,3.6454
David Nock,38.9858,-22.4323
Jane M. Subramanian,-1.0675,-29.2396
Deborah J. Rumsey,38.8456,-4.8424
Ugo Spirito,2.9806,-25.0488
Richard D. Barnet,18.867,-11.2391
John R. Bennett,-0.3054,-18.074
Gianfranco Poggi,26.1899,-5.7639
Ron Graziani,-6.5536,-26.7325
Cliff Moughtin,38.723,-24.3104
Anne Fleming,-20.5187,-34.0073
Charles Gordon Strachan,3.506,-19.2002
John Walliss,21.6844,-11.0792
Juraj Bosak,-9.0662,-6.8745
Mohammad Yunus,9.2554,-17.2442
Maurice Fluegel,-4.3725,-13.8421
David Henn,21.7323,-31.9363
Judith McKenzie,35.921,-5.3925
Joanne Mooney Eichacker,12.9451,-35.1629
Yee Leung,11.9094,12.651
Patrick Wiegand,12.7672,4.1468
Gina L. Maxwell,2.0317,-45.4028
Azenbō Soeda,9.9906,-28.2062
Mary Jane Nealon,-11.1745,-28.916
John O'Donovan,8.8936,-35.1608
Charles Edgley,12.3413,-46.7992
Rob Milne,-6.833,-1.3387
Edmund A. Sherman,17.723,0.3561
Andrei Grachev,39.5308,-13.3448
H. M. Major,-3.5251,-47.0878
Nicoletta Simborowski,81.5114,-30.1089
Enric Jardí,-0.3474,-20.6723
John F. Hoffmeyer,9.5513,-11.8563
Joseph Monninger,-6.4808,-45.801
Richard D. Starnes,29.5723,-17.8497
Marc Heiremans,-7.5536,-7.784
Christopher Jenkins,9.427,11.9187
Gail Sherry,21.1929,1.7165
Stewart Stanyard,6.3557,-29.7038
Lorraine McDonnell,41.9748,-9.3505
Leslie Van Duzer,11.5331,-27.2588
Siri Carpenter,3.7316,1.6052
Antoine Blondin,-58.0848,-54.9514
Claire Richter Sherman,-5.3198,-18.707
J. D. Lowder,-19.0731,-36.5264
Laurie Lynn Drummond,13.0096,-47.1725
Way Kuo,25.7746,8.3846
Ghazi Mumtaz Farooq,12.3624,-0.8143
R. A. Herendeen,14.6581,4.3484
Nicola Abbagnano,4.2721,-12.3238
Jordan A. Schwarz,-14.9719,-33.0339
Maurice Willoughby,17.5338,-34.6357
Eve Rice,-4.1645,-47.0568
Stuart Rachels,10.576,-12.4281
Charles S. King,28.5872,-29.1414
David Redfern,12.8214,-7.9728
Nicholas Bullock,27.8392,-14.4622
Kathryn Banks,16.2262,-18.3348
Leonard Martin Cantor,17.0668,-20.9027
Mira Locher,-3.7677,-3.6794
James S. Ettema,2.7225,-4.5109
Bodleian Library,-4.7912,-19.1637
Emily Kame Kngwarreye,-6.1935,-30.3352
Helen Meller,18.5556,-15.5743
Laurence Kelly,27.8518,-24.1434
Michael Signer,32.4771,-6.9289
Matt Kimmich,10.4028,-8.4809
Brooke Lenz,-0.74,-34.5633
Charles E. Raven,4.4969,-35.8856
Andreas Hofer,-9.023,-26.5572
Bufford W. Coe,11.4995,-11.1833
Teh Fu Yen,15.2738,10.819
Prasanta Misra,-0.1949,14.4652
Douglas R. Farenick,-3.3101,11.5455
Christopher Candland,-30.6117,-14.3267
Tereza Albues,32.1979,-29.4201
Marion Howard,22.208,1.185
Mikhail S. Bernstam,3.9394,-41.5116
Bernard Mergen,9.6378,-46.4593
Andreas Othonos,18.6114,11.8544
Arnold S. Trebach,27.645,-12.1062
Mark Seinfelt,7.1767,-29.0345
J. M. Maybin,17.8908,-33.5253
John Lubbock,148.371,-79.8031
Martin Bookspan,2.7846,-27.7744
Yan Gao,28.2639,-15.3653
James G. Carrier,37.1683,-26.1144
Watson E. Mills,-0.4628,-16.4444
Irene Cooper Willis,-9.0206,-14.2045
Ben Greenstein,-3.8817,-0.4298
Otoman Zar-Adusht Hanish,-13.0023,-18.0096
Verne Grant,0.9336,9.5809
Jaia Sun-Childers,1.2227,-47.4695
Walter Charles Langer,19.0722,-27.6104
Birgitta Hjalmarson,28.9517,-18.4878
Alan R. Raucher,11.7561,-31.5591
Søren Kristensen,13.1153,1.7027
Alexander Badawy,-6.7013,-15.7596
A. Daniel Lunn,13.2208,17.1699
Philip E. Protter,3.1373,14.9747
Evelyn Jaffe Schreiber,13.1932,-10.4843
Rocco J. Gennaro,7.8277,-5.142
Stjepan Gabriel Meštrović,13.5628,-5.1609
Janice M. Wegesin,6.5087,4.2987
Carol Anderson,-25.6031,-17.0997
Anastasio Somoza,28.8755,-28.2698
Andrew Keck,32.5315,-11.2898
Strange Tracey,27.8642,-2.244
Hilda Faunce,-12.9649,-36.7264
Michalis Pichler,-2.4022,-26.1738
K. G. Caddzanoff,3.0995,-48.0368
Magdalena Martinez,30.8844,-6.5822
Paul E. Eisler,-9.5636,-14.1088
Tom Butterworth,3.0008,-37.3043
Ignasi de Solà-Morales,-3.5898,-24.8242
Kathleen Sweet,15.2295,1.5702
George Springer,3.0764,12.8626
Keith Emerson,3.5114,-33.2728
Anne B. Barriault,12.4002,-22.4534
Robert E. Lucas,2.7215,-24.4421
Gregory J. Rattray,37.3794,-5.8489
Cécile Ernst,6.2117,-6.8191
Roni Sarig,6.6454,-33.9346
Shirley A. Barlow,-4.5928,-10.8802
Nigel Armstrong,12.3747,-1.9392
Charles Yale Harrison,-3.6007,-49.8912
Paula E. Stephan,32.2145,-2.364
John Francis Beeler,14.2556,-16.4279
David Peterson del Mar,-15.8654,-30.9996
B.J. Alloway,40.9929,-2.8989
Paul Atterbury,-8.2025,-5.5706
Xavier Léon-Dufour,-57.5829,-54.679
Carol Jago,11.0522,-42.9615
Sohrab Behdad,40.447,-19.0047
Charlotte Johnson Frisbie,26.9497,-11.4667
Monica J. Melanchthon,2.9793,-15.5713
George Chaplin,31.5232,-25.9644
王达人,111.094,8.2651
Emmett M. Essin,25.1088,-26.648
Edward A. Purcell,30.9006,-10.4151
Drake Larson,11.6897,-48.158
Robert H. Sirabian,3.4215,-26.3899
Rafer Johnson,-2.5867,-38.5813
John R. Price,8.0613,4.7465
Elizabeth Cayzer,23.3848,-9.159
William G. Lord,30.9105,-32.2129
Harold Klemp,-25.7136,-16.8896
Steven Beller,11.9177,-6.7679
Alfred Greiner,17.9803,-1.9726
Fujii/Maeda,2.3196,15.9393
Jason F. Wright,7.2018,-43.0562
Cecile Nebel,22.1594,-5.7682
Jill Line,28.8146,-8.3732
Dai Gil Lee,16.8458,12.5595
Stefania Michelucci,81.7446,-30.1437
J.H. Fabre,19.4051,-31.7017
Mary Lacy,13.944,-35.0573
Jean-Marie Colombani,12.1761,-46.5991
Michael McCarty,2.5088,-32.7801
Anika Nailah,-11.9087,-36.8294
Chris Demaske,29.4137,-6.7735
Priscilla Cogan,26.8985,-33.3622
Jim Smyth,17.6802,-20.7347
Gerard Buskes,-1.1518,12.6234
Jesse Norman,27.3685,-2.3079
Andrew Stellman,16.3215,17.3629
John Calabro,19.8346,-7.2033
Elsie Allen,-2.3424,-6.7148
Beth Henley,-5.4518,-40.654
Zuoya Cao,-23.6886,-17.215
Jason Byassee,13.9294,-16.8464
Robert L. Hobson,-21.6233,-20.5794
A. J. Arnold,178.6637,-10.6028
R. B. C. Huygens,-3.1044,2.1304
Michael J. Brodhead,31.937,-31.1083
Gary J. Acquaviva,27.6262,-0.3124
Terry Copp,28.1074,-23.5983
B. Carmon Hardy,24.9491,-20.8244
Natalʹi︠a︡ Valentinovna Brodskai︠a︡,22.1967,-25.2902
Christian Larson,19.2516,-9.5711
Rita Ferrari,-9.3368,-33.6818
Barbara Drieskens,2.448,-48.6251
Lois Baer Barr,-18.1403,-30.6513
Samantha Shannon,-16.5251,-37.0394
Erin Zammett,-7.499,-46.4578
Ellen E. M. Roberts,0.5373,0.2575
Peter D. Stachura,23.003,-23.3121
Sun Yuan Kung,1.2811,10.3863
Thomas P. Weissert,8.2592,15.2721
Brenda Shoshanna,-24.2153,-17.7048
Rick Sternbach,5.3926,-30.1369
Gert Buelens,17.7083,-7.0472
Marcus Hellyer,21.7946,-19.4479
Caroline Blinder,0.9065,-30.6244
James A. Trostle,16.4995,-0.1606
Gerard Beigel,16.7779,-10.7723
Molly Andrews,19.0251,-3.3355
Haydn Trevor Mason,3.1253,-22.4478
Éric Weil,-57.4146,-54.5541
Mona Lena Krook,42.0294,-8.086
Warren Buckland,37.8837,-5.1731
George Ainslie Hight,5.8042,-23.5497
Ronnie Ferguson,81.6584,-30.1219
Emmanuelle Laborit,-2.6688,-44.4482
Annie Laurie Gaylor,6.4497,-40.826
Neil Kalter,30.2102,0.2388
Viggo Olsen,-16.2788,-31.3436
J. Buxton,-6.0918,-7.96
John M. Hart,29.9801,-27.2099
Kanchan Chopra,32.9729,-1.8043
Rita Moir,-2.4817,-43.863
Shawn Francis Peters,21.6802,-13.3654
I︠A︡kov Net︠s︡vi︠e︡tov,34.4258,-28.4218
Sarah Ann Lillie Hardinge,-7.5891,-7.8607
Charles B. Inlander,15.6164,6.5665
Jost Dülffer,1.437,-9.8472
David Gelphman,13.9337,17.437
James Fee,24.8543,-34.1536
William Anthony DePalo,30.1223,-27.4571
Thomas Nevin,7.319,-27.5999
Copley Amory,-4.0129,-42.2704
Barbara Nadel,19.289,-26.7761
Reader in Social Anthropology Sabine Hyland,-3.3309,-9.4153
"E. San Juan, Jr.",26.4578,-24.2846
Gianna Manzini,-9.4742,-39.7272
Erica Rowell,3.7238,-29.6382
William Roger Louis,21.1361,-13.3439
Mark Lamster,18.4139,-36.4736
Elaine Fantham,8.0171,-24.0502
Alan T. Davies,15.2723,-13.312
John Suiter,0.5621,-31.5392
Noel De Nevers,0.9536,7.0973
Gwendolyn J. Cooke,9.3788,3.7708
Wolfgang Müller-Lauter,0.4993,-22.2252
Godbole,13.0763,-35.1239
William C. Schefler,7.2033,14.3811
Ghislaine Wood,20.4536,-17.1496
Robert Edward Precht,40.2741,-19.6385
Allaine Cerwonka,20.2133,-4.9111
Mike Morwood,33.6407,-28.9006
Michael Sheridan,11.1629,-26.9554
Richard A. Etlin,5.9718,-32.0762
Ya-xiang Yuan,-3.7302,11.4445
Barbara Kruger,-4.0609,-25.6788
Pamela A. Pears,-32.7519,-15.7131
Richard Bertschinger,-21.6175,-20.1257
Jay H. Lehr,10.4305,9.0904
George Yancy,13.891,-7.8304
Eric Cressey,42.7051,-7.188
Montague Ullman,-27.6483,-15.9628
Andrew Lambirth,1.8421,-32.233
Patrick Neal Minges,31.3979,-15.715
Cassandra Anandappa,-1.6883,-44.3661
